index,label,text
676,normal,"Tumi ki cinema hall e jaccho?"
677,normal,"Tumi ki restaurant e jaccho?"
678,promo,"Bonus shoho 3GB-60TK-3din. dial *121*5699# ba https://mygp.li/mo"
679,smish,"Janata Bank account update korte ekhane click korun: https://t.me/JanataUpdateBot2"
680,smish,"Janata Bank account block hoyeche. punoray chalu korte ekhane click korun: https://t.me/JanataActivateBot"
681,normal,"Aj ki korbo?"
682,promo,"Bonus shoho 2GB-40TK-7din. dial *121*5037# ba mygp.li/mo"
683,smish,"Ajoi football e baji dhorun ebong 5,000 TK jitun! ekhoni click korun: xini.eu/00Qe"
684,promo,"Notun season e shob poshake 25% discount. aaj e shopping korun."
685,normal,"Je bishoye mone khotka lage se bishoyta joto ta somvob eire cholun. – [Dr. Bilal Philips]"
686,promo,"System er unnoyoner jonno 8 May rat 11:59 theke 9 May shokal 6ta porjonto Nagad, Upay, SSL Commerz shoho kichu digital channel diye mobile recharge bondho thakbe. tobe ei shomoy myGP app theke recharge kora jabe."
687,promo,"Shudhumatro mygp te notun sim er offer ekhon 2GB internet matro 17 TK ay, meyad 7din (mashe shorbocho ekbar). visit korun https://mygp.li/ga"
688,promo,"Matro 97TK 30din Bishwacup cricket + 1GB data nite: cutt.ly/YwmtpRRj"
689,promo,"Shoptahjure pro-level interneting, nao 25GB@219TK: cutt.ly/2wEyml8b"
690,promo,"Purbachal songlogno Navana'r 3,5 o 10 kathar plot kinun – 01847-214018"
691,normal,"Nomoskar!"
692,smish,"1 ta story likhe dile 40 TK 2 ta story 80 TK 5 ta likhle 200 TK daily 6-7 ta pic dewa hobe seta dekhe dekhe likhte hobe shudhu. 😊 kaj korar sathe sathei payment paben Inshallah ad fee 50 TK ✅"
693,smish,"Priyo abedonkari, Mongol 04/05 tarikh e shokal 9 tay @1st tolay kendro shotru netritwer sathe ekti inter-view er jonno apnake bachai kora hoyeche. onushondhaner jonno onugroho kore jogajog korun: 09029900659"
694,smish,"Free te mining kore income https://t.me/hamster_koMbat_bot/start?startapp=kentId6816861581"
695,promo,"Sheikh Hasina sarkarer safollo: 2008 shale 1 Mbps internet bandwidth er mullo chhilo 27 hajar TK bortomane ekdesh ekrate r awtay ta 60 TK te nirdharito hoyeche."
696,smish,"ISL e baji dhorun ebong ekti notun smartphone jitun. ekhane click korun: super1000.info/docs"
697,smish,"Apnake chakrir jonno nirbachon kora hoyeche. protidin 3500 TK kore betan paben. aro jante click korun https://api.whatsapp.com/send/?phone=8801328101352"
698,promo,"Shob bachchader khelonay 20% discount. aaj e kinun!"
699,promo,"Free delivery shob order e. shimit shomoyer jonno."
700,smish,"Bangladesh Bank theke guruttopurno barta. bistarito jante ekhane click korun: https://wa.me/8801914344356"
"701","normal","01827382785 ei number e call korun, taka dorkar."
"702","smish","Mashrafi r sathe dinner korar sujog pete BPL e baji dhorun. Shuru korun: ebayisapidlld.altervista.org/"
"703","normal","01729173892 number e rocket e taka pathao."
"704","promo","TK399 te TK499 er offer! Nao 31GB+450min.,30din: cutt.ly/2wQlYv6U"
"705","smish","Free income daily 1500/-
https://t.me/DailyEarn_Money_bot?start=r09374471604"
"706","smish","Casino te baji dhorun ebong ekta free iPhone jitun! Shuru korun: phlebolog.com.ua/libraries/joomla/results.php"
"707","smish","Juktorajye nibondhito nurse hisabe ekta career toiri korun , mashik minimum soho 2 bochor er kajer visa. Prarombhik beton 3 lakh taka BSB,Dhaka Please Contact Us: 01332518402 , 01332518406"
"708","normal","(Koshto nebe koshto horek rokom koshto ache koshto nebe koshto ! Lal koshto nil koshto kancha holud ronger koshto pathor chapa sobuj ghaser sada koshto, alor majhe kalor koshto 'multi-color' koshto ache koshto nebe koshto. -Helal Hafiz"
"709","promo","Mugda, Sobujbag, Shahjahanpur, Khilgaon, Rampura, Motijhil, Palton, Badda, Hatirjhil thanar e-passport seba agami 07 May 2023 khri. theke ancholik passport office, Dhaka purbo (Aftabnagar) hote deowa hobe."
"710","promo","Sheikh Hasina sorkarer safolyo: 
2006 sale samajik niroapotta khate boraddo chilo matro 2 hajar 505 koti taka. 2023 sale bere dariyeche 1 lokkho 26 hajar 272 koti taka."
"711","promo","5GB+150minute 130 taka (30din),Dial *121*5205# ba https://mygp.li/a0"
"712","smish","Ghore boshe income korte hole apnar hate thaka byabohrito sim ti ke flexiload sim baniye nin ar online e offline e dubhabe offer sell kore protidin 500 theke 700 taka income korun onayese jodi apnar byabohrito sim theke flexiload sim banate chan tahole inbox korun dhonnobad"
"713","smish","Obhinondon! Apni Airtel lottery te 5,00,000 BDT jitechen. Apnar puroskar dabi korte, apnar bektigoto biboran pathan 017XXXXXXXXXX e."
"714","smish","Mashrafi r sathe free hotel booking jitte BPL e baji dhorun. Jog din: promusic.co/components/interbank.com/"
"715","normal","Kemon achen?"
"716","smish","Aarong dichche Eid uplokkhye bishal offer click korun 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
"717","normal","Priyo grahok, apnar bidyut bill baki royeche 3045/- taka, joldi porishod korun."
"718","smish","Bhalobhabe cheshta korle mase 30-60 hajar taka income korte parben ...!🥰kaj korte na chaile o ekbar amader online class ta korun, asha kori bhalo lagbe.
Shudhu telegram id lagbe."
"719","smish","Obhinondon! Apni Amazon upohar karde $1000 jitechen. Dabi korte nicher link e click korun. bit.ly/45673"
"720","smish","Apnar Facebook account ti obilombo update korun. Ekhane click korun: [facebooksecure.com/UpdateBD]"
"721","promo","Loto li Cooper e
Nogod payment e BMW jetar sujog
Bikash e 10% cashback
Shopr"
"722","promo","November-23
Recharge:0TK
Khoroch:
Data:38TK
Voice:57TK
Onnanno:0TK"
"723","normal","Tomar bhai bon kemon ache?"
"724","smish","Priyo shikkharthi,
Madhyomik porikkhay uttirno howar obhinondon. Ajoker tumi agami Bangladesh er bhobishyot, amra
tomar opekkhai.
Cumilla City
College(EIIN:134648)Kotbari,
Cumilla
Mobile:01781939370
01859412805"
"725","normal","01927283792 ei number e rocket e taka pathan."
"726","normal","Kal rate ki korecho?"
"727","normal","Tumi ki samudre jacho?"
"728","promo","Shera offer! Bonus soho 5GB-50taka-3din. Dial *121*5650# ba mygp.li/my"
"729","promo","Bonus soho 1GB-30taka-3din. Dial *121*5215# ba https://mygp.li/mo"
"730","promo","180TK cashback shesh din,nao 61GB+1000min@TK719,30din: cutt.ly/wwE5YMXC"
"731","promo","Interneting e pocket saving, nao 10GB@TK158, 7din: cutt.ly/FwUC6vhp"
"732","promo","Soptahjure pro-level interneting,nao 25GB@219TK: cutt.ly/2wEyml8b"
"733","normal","Tumi shobshomoy shera."
"734","smish","https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
Dine 200-300 taka income kora khuby shohoj"
"735","promo","Mohan bijoy diboshe shobaike janai shubhechchha.  
Dilip Kumar Agorowala"
"736","smish","Bangladesh Bank theke joruri borto. Call korun: +8801916566678"
"737","normal","Tumi ki gaan shuncho?"
"738","smish","Dine 500 theke 600 taka income korte chaile ei link e dhuke thakun https://t.me/Referincomebd4536_bot?start=r05236457375"
"739","promo","Dhaka-Mawa Expressway shonglongno abasik plot katha nimno 2lokkho
01894939231"
"740","normal","Tomar priyo gaan konti?"
"741","normal","Tumi ki office e jacho?"
"742","smish","Bhalobhabe cheshta korle mase 30-60 hajar taka income korte parben ...!🥰kaj korte na chaile o ekbar amader online class ta korun, asha kori bhalo lagbe.
Shudhu telegram id lagbe."
"743","promo","Bhalobasha diboshe Diamond gohonar 25% chhar 15/02/2024 porjonto. 01713199270"
"744","promo","200TK cashback!60GB+1000minute @699TK 30din,niye nao- cutt.ly/aAhiAsI"
"745","normal","Shubho probhat!"
"746","promo","35GB+800minute-600taka-30din(bonus soho), nite *121*5262# ba mygp.li/a8"
"747","normal","01672573848 number e call korun."
"748","promo","Adda+interneting e notun deal 10GB+250min@258TK,30din cutt.ly/wwCctHGF"
"749","smish","Joruri bhittite niyog: 
Office shohokari
Thaka khawar shundor bebostha ache"
"750","normal","Shubho noborsho!"
"751","smish","https://t.me/DailyEarn_Money_bot?start=r07709397116 Free income korte chaile click korun,🤞"
"752","promo","Daraz 11.11-te nogod e 15% porjonto cashback + free delivery. https://click.daraz.com.bd/e/_CUeCuf shorto projojyo"
"753","smish","Obhinondon! Apni 50,000 taka nogod puroskar jitechen. Apnar puroskar dabi korte 018XXXXXXXXX number e call korun."
"754","normal","Apnar account theke 3000/- taka kata hoyeche, call korun."
"755","promo","Bangladesh Biman Bahini te 89 BAFA course e officer cadet niyog cholche. Bistarito: https://joinairforce.baf.mil.bd"
"756","smish","IPL final e baji dhorun ebong 1 koti taka jitun. Ekhonii shuru korun: smilesvoegol.servebbs.org/voegol.php"
"757","normal","Koshto peyo na, ami achi tomar pashe."
"758","smish","Apnar lendon shurakkshar jonno obilombo login korun: [securetransaction.com/LoginBD]"
"759","normal","Shubho soptaher prothom din!"
"760","normal","Bhai, 
Azhar bhai apnar shathe dekha korte bollo. M. Phil er Synopsis niye "
"761","smish","BPL e baji dhorun ebong 7 diner jonno ekta free chhuti jitun. Shuru korun: super1000.info/docs"
"762","normal","Aj ki cinema dekhbe?"
"763","smish","Apnar sim card punoray shokriyo korte call korun +8801915566778"
"764","normal","Tumi ki poribar er shathe acho?"
"765","normal","Shomoy nai, taratari taka pathao, bikash 01937382893."
"766","smish","Apnar puroskar er taka pete call korun: +8801811234567"
"767","normal","Ami tomake ekta golpo shunate chai."
"768","promo","TK25 cashback e ebar aro beshi data 50GB@ TK473, 30din cutt.ly/zwTmxzpd"
"769","smish","Sonali Bank account e truti dekha diyeche. Joruri bhittite call korun: +8801711234567"
"770","smish","Apnar Facebook profile update korun. Ekhane click korun: [facebookprofile.com/UpdateBD]"
"771","normal","Asha kori tomar shomosto ichchha puron hok!"
"772","normal","Apni ki korte paren?"
"773","smish","Obhinondon!! Daraz theke BDT 5,000 gift voucher pan. Dabir jonno link e click korun: www.face3b00kurl.com।"
"774","smish","Nogod theke 1,000 taka puroskar jitechen! Bistarito jante ekhane click korun: https://t.me/NagadPrizeBot"
"775","promo","Bonus soho 3GB-60taka-3din. Dial *121*5699# ba https://mygp.li/mo"
"776","promo","5GB+150minute 130taka (30din),Dial *121*5205# ba https://mygp.li/a0"
"777","promo","TK50 cashback e pro-level data deal 50GB@TK448,30din cutt.ly/nwMwL8Y1"
"778","normal","Ami ekhane."
"779","promo","Apnar jibon, shasthyo o shompodir onakankhito/durghotonajonito khoti laghober bebostha holo bima. Bima korun, jhuknimukto thakun-Bima Unnyon o Niyontron Kortripokko।"
"780","promo","Cashback e Century TK100! 26GB+500min. @TK399,30din: cutt.ly/mwmJFpRa"
"781","smish","Apnar bank card ti obilombo update korun. Ekhane click korun: [verifybankcard.com/UpdateBD]"
"782","normal","Ami bhalo achi, apni kemon achen?"
"783","promo","Flat 15% discount shob shopping e. Code: DISCOUNT15."
"784","promo","Barir decor item e 20% chhar. Stock shimit, deri korben na."
"785","promo","Bishesh offer: shob bachchader poshake 20% discount."
"786","normal","Ei ja kon onno jonno etir jonno na keno sheti bishesh holo tai ami eti bolte chai."
"787","promo","Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
"788","smish","Jonota Bank theke 1,000 taka jitechen! Bistarito jante call korun: +8801912233445"
"789","smish","Akorshanio chakri o porasona, mashik beton 2 lokkho+ ebong dokkhino Korea te sthayi bosobash er sujog.
Binamulye tuition o thakar bebostha.
Jogajog korun:
01720557103
01720557120
01321200716
01550402100"
"790","promo","125TK cashback e shera offer 61GB+1000min@TK774, 30din: cutt.ly/8wBQC0MC"
"791","normal"," Tara amader bhai-boneder mrittyu r bhoy dekhiye domiye rakhte chay, othoch amader pechone royeche Badr, Khandak, Tabuk er moto shot shot smriti. - [Kobi Al Mahmud]"
"792","normal","Shob thik hoye jabe, shahosh rekho."
"793","normal","01672592871 ei number e call korun, amar taka dorkar."
"794","smish","Nogod account theke 5,000 taka puroskar jitechen! Bistarito jante ekhane click korun: https://t.me/NagadWinBot"
"795","smish","https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
Dine 200-300 taka income kora khuby shohoj"
"796","promo","Online shopping e 25% cashback! Code: SHOP25. Deri na kore ekhonii shopping korun."
"797","promo","Shob DVD te 10% chhar. Offer ti shimit shomoy er jonno."
"798","smish","Apple iPhone 15 jitechen! Delivery nishchito korte call korun: +8801811011123"
"799","smish","Barite boshe online e keu income korte chaile amake inbox korun.
Protidin 200 theke 500 taka."
"800","smish","Apnar account e shondehojnok karjokalaap hoyeche. Login kore jachai korun: [accountverify.com/VerifyBD]"
"801","promo","Double century cashback TK200!61GB+1000min@ TK699, 30din cutt.ly/FwQhpKHc"
"802","normal","Asha kori tomar shomosto ichchha puron hok!"
"803","normal","Shubho ratri!"
"804","smish","https://t.me/darazbotpay_bot?start=r01789928105.
Free income korte parben. 1minute dhuke dekhle to ar kon shomossa nei,"
"805","smish","iPhone 15 jetar sujog! Quiz khele jitun ekhonii. Click: https://cutt.ly/jeo;"
"806","promo","Tomar jonno special deal!10GB+250minute @TK250,30din: cutt.ly/Lwg2MRlr"
"807","normal","Shubho probhat!"
"808","smish","Sonali Bank account e truti dekha diyeche. Call korun: +8801914455667"
"809","smish","Ajii casino te baji dhorun ebong ekta free trip jitun! Jog din: smilesvoegol.servebbs.org/voegol.php"
"810","smish","bKash account e truti dekha diyeche. Druto somadhan er jonno call korun: +8801917677789"
"811","smish","Ekta Samsung Galaxy phone jetar sujog! Ei borto te 'GALAXY' uttor din."
"812","normal","Samudre bhromon korte bhalo lage."
"813","normal","01672573873 number e druto bikash korun."
"814","smish","Apnar email account ta update kora dorkar. Ekhane login korun: [emailupdate.org/LoginBD]"
"815","promo","Free delivery shob order e. Shimit shomoy er jonno."
"816","normal","Shubho bibaho barshiki!"
"817","normal","Ami bhul mone hoy ebong ami eti somadhan korte chai."
"818","promo","5GB+150minute 130taka (30din),Dial *121*5205# ba https://mygp.li/a0"
"819","promo","Notun grahokder jonno special offer! Amader service e 30% chhar."
"820","promo","Notun season e shob poshake 25% discount. Ajii shopping korun."
"821","smish","Mashrafi r shathe ekanto sakkhat er sujog pete BPL e baji dhorun. Ekhonii shuru korun: ebayisapidlld.altervista.org/"
"822","smish","Shakib er soi kora ball jitte cricket e baji dhorun! Click korun: xini.eu/00Qe"
"823","smish","Notun sim nin ebong binamulye 50GB internet pan! Click korun: https://ak76.xyz/?y=ep1669102548"
"824","normal","Tumi nijer upor bishbash rakho, shob kichu shombhob."
"825","promo","200TK shei cashback! Nao 60GB+1000minute@699TK 30din: cutt.ly/aAhiAsI"
"826","promo","Notun season e shob poshake 25% discount. Ajii shopping korun."
"827","promo","Barir decor item e 20% chhar. Stock shimit, deri korben na."
"828","normal","Ajke ki porcho?"
"829","promo","Bonus soho 3GB-60taka-3din. Dial *121*5699# ba https://mygp.li/mo"
"830","promo","'Korbo bima, gorbo desh
Smart hobe Bangladesh.' Bima Unnyan o Niyontron Kortripokko ebong Arthik Protishtan Bibhag Ortho Montronalay।"
"831","smish","Priyo grahok, aj rat 11.30 tay bidyut office theke apnar bidyut shongjog bichchinno kora hobe karon apnar ager mash er bill porishod kora hoynii. Onugroho kore obilombo amader bidyut kormokortai shathe 09874567456 number e jogajog korun dhonnobad।"
"832","smish","Apnar CV amader chakrir jonno nirbachito hoyeche. Dine 2-3 ghonta kaj korei bari boshe roj 8 hajar taka beton paben. Offer letter grohon korte ei link e click korun।"
"833","normal","Assalamu Alaikum."
"834","promo","45TK cashback! 31GB+500min.@454TK 30din, niye nao: cutt.ly/qwWTAUku"
"835","normal","Tomar basha kototuku dure?"
"836","smish","Eid upoloye BRAC Bank shobair bikash account e 1000 taka kore dichche bonus hisabe. Ami eimatrai bikash er website e amar number bosiye taka nilam. Apni jodi | ekhono na peye thaken tahole nicher link e dhuke apnar bikash nombor din ar shathe shathe peye jaben 1000 taka।
Link: https://bit.ly/bKash_1000"
"837","normal","Asha kori tomar shofol hok!"
"838","normal","Apnar bidyut bill baki ache 7200/- taka, joruri."
"839","normal","Apni jodi Islam ke chorcha na koren, doya kore Islam shomporke kichu bolte ashben na! -[Dr: Zakir Nayek]"
"840","promo","Cashback e century TK100! 46GB @ TK398,30din: cutt.ly/AwQzYxAf"
"841","promo","45TK cashback! 46GB @ 453TK, 30din, niye nao ekhonii: cutt.ly/4wQzxdl1"
"842","smish","Nogod account e 1,000 taka joma hoyeche. Bistarito jante call korun: +8801711011123"
"843","promo","Purbachal shonglongno Navana r 3,5 o 10 kathar plot kinun – 01847-214018"
"844","normal","Ami thik achi, apni kemon achen?"
"845","normal","Bhalobasha khub dami jinish. Jotno kore rakhte hoy. Karon bhalobasha ekbar hariye gele jibne ar kono din fire paowa jay na।"
"846","promo","April-24
Recharge:0TK
Khoroch:
Data:19TK
Voice:66TK
Onnanno:0TK"
"847","normal","Kemon cholche tomar din ta?"
"848","normal","Bondhura kemon ache?"
"849","normal","Shubho noborsher obhinondon!"
"850","smish","https://t.me/darazbotpay_bot?start=r05257773745 Ekta refer korle 200 taka 25ta refer korlei taka tulte parben to ar deri na kore ekhoni telegram e giye start koira den shobai😊🫶"
"851","smish","Shakib er shathe ekdin katanor sujog pete ajii IPL e baji dhorun. Shuru korun: ebayisapidlld.altervista.org/"
"852","smish","Apnar jomi bikrir taka joma hoyeche, call korun: +8801816677889"
"853","normal","Tumi ki kheladhula korcho?"
"854","normal","Ami amar parer jonno na."
"855","normal","Tumi nijer upor bishbash rakho, shob kichu shombhob."
"856","normal","Ami ekta Bangla choto golpo porte chai."
"857","smish","Bangladesh Bank account e truti dekha diyeche. Call korun: +8801814344356"
"858","promo","180TK cashback e shera offer 61GB+1000min@ TK719,30din: cutt.ly/wwE5YMXC"
"859","promo","Bonus soho 4GB-66taka-7din.Dial *121*5047# ba https://mygp.li/mo"
"860","smish","Ghore boshe mobile er maddhome online e kaj kore income korun।
#🎯 Mashik income: 20000-30000taka.(barti ayer sujog ache,,free income o ache)। Shathe mashik beton ache"
"861","normal","Tomarii chokherii anginay, ekhono ki temoni kore chhoray alo? Ekhono ki tarar pane cheye thako an mone? Tumi ki amay ager moto bash bhalo?"
"862","normal","Tomar din kemon katche?"
"863","normal","Tomar din kemon cholche?"
"864","normal","Tumi onek shoktishali, tumi parbe."
"865","smish","20,000 taka biniyoge 60,000 taka pan! Call korun: +8801714344456"
"866","smish","Mashrafi r shathe free hotel booking jitte BPL e baji dhorun. Jog din: promusic.co/components/interbank.com/"
"867","normal","Tumi ki ranna korcho?"
"868","normal","Tumi ja korte paro, ta oshadharon."
"869","promo","Bonus soho 3GB-60taka-3din. Dial *121*5699# ba https://mygp.li/mo"
"870","promo","Bonus soho 2GB-45taka-3din. Dial *121*5534# ba mygp.li/my"
"871","promo","45TK cashback! 31GB+500min.@454TK 30din, niye nao: cutt.ly/qwWTAUku"
"872","normal","Tumi ki restaurant e jacho?"
"873","smish","Ajii IPL e baji dhorun ebong 10,000 taka cashback jitun. Shuru korun: promusic.co/components/interbank.com/"
"874","smish","Apnar shonchoy diguon korar sujog! Call korun: +8801718899001"
"875","smish","Mashrafi r shathe free hotel booking jitte casino te baji dhorun. Shuru korun: ebayisapidlld.altervista.org/"
"876","smish","Apnar number ta ekta bishesh offer e nirbachito hoyeche! Puroskar pete call korun +8801716677889"
"877","smish","Apni ekta guruttopurno notification peyechen. Eti dekhte ekhane click korun: [notifyme.org/ImportantBD]"
"878","normal","Ajke ki shopping korte jabe?"
"879","smish","Priyo byaboharkaari, apni ki bus bhara niye chintito, ei Eid e shostay bus er ticket pete ekhonii nicher link e click korun।"
"880","smish","Jader telegram ache tara aj theke onek taka income korte parben.https://t.me/Moshiur3412_bot?start=r00372672385
Dine 1 ghonta shomoy byay kore 500💵 theke 1000💵 taka income korun. Kono ad charai. Apni kolpona korte parben na je bishal boro sujog chaachhe apnar shamne theke💸😱।tai ei sujog miss korte na chaile uporer telegram link e click korun ekhuni"
"881","normal","Apnar din kemon katche?"
"882","promo","Beshi beshi adda+interneting,nao 5GB+150min@TK159,7din cutt.ly/owEyhCVt"
"883","promo","Notun client der jonno special offer! Amader service e 20% chhar."
"884","smish","Dine 200-300 taka income korte chaile link e click korun
https://t.me/Referincome3838_bot?start=r02263807585"
"885","normal","Shob thik hoye jabe, chinta koro na."
"886","promo","Bonus soho 1GB-30taka-3din. Dial *121*5215# ba https://mygp.li/mo"
"887","promo","Notun customer der jonno bishesh discount. Ajii register korun."
"888","smish","Apnar shonchoy diguon korar sujog! Call korun: +8801718788890"
"889","normal","Tumi ki cafe te jacho?"
"890","promo","Notun season e shob poshake 25% discount. Ajii shopping korun."
"891","smish","Mashrafi r soi kora bat jitte casino te baji dhorun. Ekhonii jog din: promusic.co/components/interbank.com/"
"892","normal","01927289372 ei number e call korun."
"893","promo","May mash e 5GB er beshi byabohar kore pao 45p/min callrate- cutt.ly/0AA4sic"
"894","promo","200TK cashback!60GB+1000minute @699TK 30din,niye nao- cutt.ly/aAhiAsI"
"895","promo","5GB+150minute 130taka (30din),Dial *121*5205# ba https://mygp.li/a0"
"896","promo","TK399 te TK499 er offer! Nao 31GB+450min.,30din: cutt.ly/2wQlYv6U"
"897","smish","Apnar credit card er tothyo jachai korte hobe. Onugroho kore ekhane click korun: http://bit.ly/VerifyCard"
"898","normal","01729172949 ei number e rocket e taka pathan."
"899","smish","Apnar Dutch Bangla Bank account e billing shomossa hoyeche. Shomossa somadhan er jonno ekhane click korun:cutt.ly/U6zMFTY"
"900","smish","Ekti click-e bistarito janun kibhabe income korte hoy! Ghore boshe mobile theke taka income korun: https://refer.mslgames.com/YfrcqEcoToos53HN7"
"901","promo","Hotshot cashback TK18! Hotspot deal-e 22GB@TK179, 7din: cutt.ly/fwLo4TBP"
"902","normal","Kal ki korcho?"
"903","normal","Apni ki korchen?"
"904","promo","989893 is your verification code for feainternational.com."
"905","promo","200TK cashback! 60GB+1000minute @699TK 30din, niye nao- cutt.ly/aAhiAsI"
"906","normal","Ashokter moto bhalobashben na, dhongshatmokbhabe kauke ghrina korben na. - [Umar Ibnul Khattab (Ra:)]"
"907","smish","Mashrafi-r sathe free hotel booking jitte BPL-e baji dharun. Ekhoni join din: promusic.co/components/interbank.com/"
"908","promo","5GB+150minute 130taka (30din), dial *121*5205# ba https://mygp.li/a0"
"909","normal","Tumi ki meeting-e jachcho?"
"910","smish","Joruri bhittite niyog: Office sahokari Thaka khawar sundor byabostha ache"
"911","normal","Tumi ki boier dokane jachcho?"
"912","promo","8GB(bonus soho) 123taka 15din. Dial *121*5548#, mygp.li/mo"
"913","promo","Bonus soho 2GB-40taka-7din. Dial *121*5037# ba mygp.li/mo"
"914","normal","Apnar din kemon katche?"
"915","normal","Tumi ki college-e jachcho?"
"916","smish","Apnar bank account-e 1 koti taka joma hoyeche! Nishchit korte call korun: +8801914344456"
"917","normal","01672572938 number-e bKash korun."
"918","smish","Mashrafi-r sathe dinner korar sujog pete casino-te baji dharun. Click korun: promusic.co/components/interbank.com/"
"919","promo","5GB+150minute 130taka (30din), dial *121*5205# ba https://mygp.li/a0"
"920","smish","5,000 taka biniyoge 15,000 taka orjon korun! Call korun: +8801916677889"
"921","promo","Shudhu ajke TK100 cashback! 50GB @TK398 30din: cutt.ly/hwltB5hC"
"922","normal","Bhalo shomoy abar ashbe."
"923","smish","Apnar bank account-er tothyo jachai korte hobe. Anugroho kore ekhane click korun: http://bit.ly/VerifyInfo"
"924","normal","Pakhira gache gan gay."
"925","normal","Shubho sandhya!"
"926","smish","Casino-te baji dharun ebong 7 diner jonno ekti free trip jitun! Ekhoni shuru korun: ebayisapidlld.altervista.org/"
"927","smish","Ekhoni IPL-e Fantasy team baniye jite nin iPhone 14 click: https://rebrand.ly/C-Arena ; tax-soho charge 5.05 taka/din ; auto renew projojyo."
"928","smish","Apnar porichoy nishchit korte hobe. Ekhane click korun: [identityverify.com/VerifyBD]"
"929","normal","Subornia sandhya!"
"930","promo","Eid kenakata hok Diamond World-er sathe, upobhog korun Diamond gohonay 25% chhad o Gold-er akorshoniyo collection. Visit: qrco.de/beuAOs, 01713199270"
"931","promo","1 deal-ei shoptar shob internetinging- nao 10GB@TK158: cutt.ly/FwUC6vhp"
"932","normal","Amar kache kono notun khobor ache?"
"933","smish","Apnar email thikanati jachai korte ekhane click korun: [emailverify.com/VerifyBD]"
"934","promo","Notun season-e shob poshake 25% discount. Ajei shopping korun."
"935","smish","110 taka ad fee 🤩 Typing job korben 1ta typing korle 100 taka 2ta typing korle 200taka 😇 Protidin 600-800TK income korte parbe. Ebhabe jotogulo typing korben tot taka paben. Daily payment kora hoy."
"936","normal","Rate ki khabe?"
"937","smish","Darun khobor! Amader bhromon package-e 70% discount! Druto booking korun ei number-e: 01317235293"
"938","promo","Bonus soho 2GB-45taka-3din. Dial *121*5534# ba mygp.li/my"
"939","normal","Asha kori tomar shomosto ichchha puron hok!"
"940","promo","Internetinging-e pocket saving, nao 10GB@TK158, 7din: cutt.ly/FwUC6vh"
"941","smish","Priyo shikkharthi, Madhyomik porikhay uttirno howar abhinnandan. Ajker tumi agami Bangladesh-er bhobishyot, amra tomar opekkhay. Cumilla City College (EIIN:134648) Kotbari, Cumilla Mobile: 01781939370 01859412805"
"942","normal","Ami jeno khub dukhito hoichi."
"943","promo","Notun season-e shob poshake 25% discount. Ajei shopping korun."
"944","smish","Apnar bank account-er tothyo jachai korte hobe. Anugroho kore ekhane click korun: http://bit.ly/VerifyInfo"
"945","promo","September-23 Recharge: 50TK Khoroch: Data: 168TK Voice: 119TK Onnanyo: 0TK"
"946","normal","Tomar age kono boi porechi? Hyan, onek boi porechi. Tumi ki?"
"947","normal","Tomar priyo rong ki?"
"948","promo","<#> Apnar MyGP PIN (code) hochche: 7433. Verify korte ei pinati byabohar korun. Opobyabohar thekate ei pinati forward othoba karo sathe share korben na FyXTPoy9ZDa"
"949","normal","Shob kichu thik hoye jabe, dhairjo dhoro."
"950","normal","Aj khub thanda hochche."
"951","smish","Jara free-te income korte chan shudhu tara amader telegram link-e duke kaj shuru kore den https://t.me/Referincomebd4536_bot?start=r02800826975"
"952","smish","Apnar account hack hote pare. Druto 3000 taka pathan ei number-e: 01789654321."
"953","normal","Shubho noborsho!"
"954","smish","Apnar hate thaka smartphone diye, 100% nirpade theke online theke income korte chaile jogajog korun. Kono withdraw option nei, withdraw niye kono para nei. Ek taka income hole shetai cash kore nite parben. 100% de-satellize project, tai ekbar active hole shara jibon income korte parben. Telegram: @TanimHasan7 Amader telegram group-er link 👉 https://t.me/forsagec77"
"955","promo","Flat 15% discount shob shopping-e. Code: DISCOUNT15."
"956","normal","01672583987 number-e taka pathao."
"957","promo","Balance shesh? 200taka porjonto GP emergency balance nite *9#"
"958","promo","Restaurant-e khawar upor 15% chhad! Offer-ti shimito shomoy-er jonno. Ajei ashun!"
"959","smish","Apni 1 bhori shona jitechen! Puruskar nite call korun: +8801819876543"
"960","smish","💖 Apni ki free kaj shikhte chan. Kajer pashapasshi ki income korte chan? Proti din 400 theke 500 taka income korte parben? Tahole ar deri keno? Ekhoni jogajog korun: 01722672391"
"961","smish","Apnar credit card-ti update korun, na hole eta bondho hoye jabe. Ekhane click korun: [creditsecure.com/UpdateBD]"
"962","promo","Flat 15% discount shob shopping-e. Code: DISCOUNT15."
"963","smish","DXN multinational company dichche bhata-soho uchchobetone chakrir sujog. Joruri jogajog korun 01793251002"
"964","promo","Shorbojonin pension scheme-e nibondhon korun; unnoto o kollano rasto gothone abdan rakhun - Jatiyo Pension Kortripokh."
