index,label,text
752,promo,দারাজ ১১.১১-তে নগদে ১৫% পর্যন্ত ক্যাশব্যাক + ফ্রি ডেলিভারি। https://click.daraz.com.bd/e/_CUeCuf শর্ত প্রযোজ্য
753,smish,"অভিনন্দন! আপনি 50,000 টাকা নগদ পুরস্কার জিতেছেন। আপনার পুরস্কার দাবি করতে 018XXXXXXXXX নম্বরে কল করুন।"
754,normal,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।"
755,promo,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
756,smish,আইপিএল ফাইনালে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। এখনই শুরু করুন: smilesvoegol.servebbs.org/voegol.php
757,normal,"কষ্ট পেয়ো না, আমি আছি তোমার পাশে।"
758,smish,আপনার লেনদেন সুরক্ষার জন্য অবিলম্বে লগইন করুন: [securetransaction.com/LoginBD]
759,normal,শুভ সপ্তাহের প্রথম দিন!
760,normal,"ভাই, 
আযহার ভাই আপনার সাথে দেখা করতে বললো। এম. ফিল এর Synopsis নিয়ে "
761,smish,বিপিএলে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। শুরু করুন: super1000.info/docs
762,normal,আজ কি সিনেমা দেখবে?
763,smish,আপনার সিম কার্ড পুনরায় সক্রিয় করতে কল করুন +8801915566778
764,normal,তুমি কি পরিবারের সাথে আছো?
765,normal,"সময় নাই, তাড়াতাড়ি টাকা পাঠাও, বিকাশ ০১৯৩৭৩৮২৮৯৩।"
766,smish,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567
767,normal,আমি তোমাকে একটি গল্প শুনাতে চাই।
768,promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@ ৳৪৭৩, ৩০দিন cutt.ly/zwTmxzpd"
769,smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে কল করুন: +8801711234567
770,smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD]
771,normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
772,normal,আপনি কি করতে পারেন?
773,smish,"অভিনন্দন!! দারাজ থেকে BDT 5,000 গিফট ভাউচার পান। দাবির জন্য লিঙ্কে ক্লিক করুন: www.face3b00kurl.com।"
774,smish,"নগদ থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadPrizeBot"
775,promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
776,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
777,promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
778,normal,আমি এখানে।
779,promo,"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা হলো বীমা। বীমা করুন, ঝুঁকিমুক্ত থাকুন”-বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ।"
780,promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ২৬জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/mwmJFpRa"
781,smish,আপনার ব্যাংক কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [verifybankcard.com/UpdateBD]
782,normal,"আমি ভালো আছি, আপনি কেমন আছেন?"
783,promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
784,promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
785,promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
786,normal,এই যা কোন অন্য জন্য এটির জন্য না কেন সেটি বিশেষ হলো তাই আমি এটি বলতে চাই।
787,promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
788,smish,"জনতা ব্যাংক থেকে ১,০০০ টাকা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801912233445"
789,smish,"আকর্ষণীয় চাকরি ও পড়াশোনা, মাসিক বেতন ২ লক্ষ+ এবং দক্ষিণ কোরিয়ায় স্থায়ী বসবাসের সুযোগ।
বিনামূল্যে টিউশন ও থাকার ব্যবস্থা।
যোগাযোগ করুন:
01720557103
01720557120
01321200716
01550402100"
790,promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
791,normal," তারা আমাদের ভাই-বোনদের মৃত্যুর ভয় দেখিয়ে দমিয়ে রাখতে চায়, অথচ আমাদের পেছনে রয়েছে বদর, খন্দক, তাবুকের মতো শত শত স্মৃতি। - [কবি আল মাহমুদ]"
792,normal,"সব ঠিক হয়ে যাবে, সাহস রেখো।"
793,normal,"০১৬৭২৫৯২৮৭১ এই নাম্বারে কল করুন, আমার টাকা দরকার।"
794,smish,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadWinBot"
795,smish,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ"
796,promo,অনলাইন শপিংয়ে ২৫% ক্যাশব্যাক! কোড: SHOP25. দেরি না করে এখনই শপিং করুন।
797,promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
798,smish,অ্যাপল আইফোন ১৫ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801811011123
799,smish,"বাড়িতে বসে অনলাইনে কেউ ইনকাম করতে চাইলে আমাকে ইনবক্স করুন।
প্রতিদিন ২০০ থেকে ৫০০ টাকা।"
800,smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [accountverify.com/VerifyBD]
801,promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@ ৳৬৯৯, ৩০দিন cutt.ly/FwQhpKHc"
802,normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
803,normal,শুভ রাত্রি!
804,smish,"https://t.me/darazbotpay_bot?start=r01789928105.
Free income করতে পারবেন। ১মিনিট ঢুকে দেখলে তো আর কোন সমস্যা নেই,"
805,smish,iPhone 15 জেতার সুযোগ! কুইজ খেলে জিতুন এখনই। ক্লিক: https://cutt.ly/jeo;
806,promo,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
807,normal,শুভ প্রভাত!
808,smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801914455667
809,smish,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি ট্রিপ জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php
810,smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য কল করুন: +8801917677789
811,smish,একটি Samsung Galaxy ফোন জেতার সুযোগ! এই বার্তায় 'GALAXY' উত্তর দিন।
812,normal,সমুদ্রে ভ্রমণ করতে ভালো লাগে।
813,normal,০১৬৭২৫৭৩৮৭৩ নাম্বারে দ্রুত বিকাশ করুন।
814,smish,আপনার ইমেল অ্যাকাউন্টটি আপডেট করা দরকার। এখানে লগইন করুন: [emailupdate.org/LoginBD]
815,promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
816,normal,শুভ বিবাহ বার্ষিকী!
817,normal,আমি ভুল মনে হয় এবং আমি এটি সমাধান করতে চাই।
818,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
819,promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
820,promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
821,smish,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। এখনই শুরু করুন: ebayisapidlld.altervista.org/
822,smish,শাকিবের সই করা বল জিততে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe
823,smish,নতুন সিম নিন এবং বিনামূল্যে ৫০GB ইন্টারনেট পান! ক্লিক করুন: https://ak76.xyz/?y=ep1669102548
824,normal,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু সম্ভব।"
825,promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
826,promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
827,promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
828,normal,আজকে কি পড়ছো?
829,promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
830,promo,"‘করবো বীমা, গড়বো দেশ
স্মার্ট হবে বাংলাদেশ।’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।"
831,smish,"প্রিয় গ্রাহক, আজ রাত ১১.৩০ টায় বিদ্যুৎ অফিস থেকে আপনার বিদ্যুৎ সংযোগ বিচ্ছিন্ন করা হবে কারণ আপনার আগের মাসের বিল পরিশোধ করা হয়নি। অনুগ্রহ করে অবিলম্বে আমাদের বিদ্যুৎ কর্মকর্তার সাথে 09874567456 নম্বরে যোগাযোগ করুন ধন্যবাদ।"
832,smish,আপনার সিভি আমাদের চাকরির জন্য নির্বাচিত হয়েছে। দিনে ২-৩ ঘণ্টা কাজ করেই বাড়ি বসে রোজ ৮ হাজার টাকা বেতন পাবেন। অফার লেটার গ্রহণ করতে এই লিঙ্কে ক্লিক করুন।
833,normal,আসসালামু আলাইকুম।
834,promo,"৪৫৳ ক্যাশব্যাক! ৩১জিবি+৫০০মি.@৪৫৪৳ ৩০দিন, নিয়ে নাও: cutt.ly/qwWTAUku"
835,normal,তোমার বাসা কতটুকু দূরে?
836,smish,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000"
837,normal,আশা করি তোমার সফল হোক!
838,normal,"আপনার বিদ্যুৎ বিল বাকি আছে ৭২০০/- টাকা, জরুরি।"
839,normal,"আপনি যদি ইসলামকে চর্চা না করেন, দয়াকরে ইসলাম সম্পর্কে কিছু বলতে আসবেন না! -[ডা: জাকির নায়িক]"
840,promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৪৬জিবি @ ৳৩৯৮,৩০দিন: cutt.ly/AwQzYxAf"
841,promo,"৪৫৳ ক্যাশব্যাক! ৪৬জিবি @ ৪৫৩৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/4wQzxdl1"
842,smish,"নগদ অ্যাকাউন্টে ১,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801711011123"
843,promo,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৮"
844,normal,"আমি ঠিক আছি, আপনি কেমন আছেন?"
845,normal,ভালোবাসা খুব দামী জিনিস। যত্ন করে রাখতে হয়। কারন ভালোবাশা একবার হারিয়ে গেলে জীবনে আর কোনো দিন ফিরে পাওয়া যায় না।
846,promo,"এপ্রিল-২৪
রিচার্জ:0৳
খরচ:
ডেটা:19৳
ভয়েস:66৳
অন্যান্য:0৳"
847,normal,কেমন চলছে তোমার দিনটি?
848,normal,বন্ধুরা কেমন আছে?
849,normal,শুভ নববর্ষের অভিনন্দন!
850,smish,https://t.me/darazbotpay_bot?start=r05257773745 একটা রেফার করলে 200 টাকা 25 টা রেফার করলেই টাকা তুলতে পারবেন তো আর দেরি না করে এখনি টেলিগ্রাম  এ গিয়ে start কইরা দেন সবাই😊🫶
851,smish,শাকিবের সাথে একদিন কাটানোর সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
852,smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816677889"
853,normal,তুমি কি খেলাধুলা করছো?
854,normal,আমি আমার পারের জন্য না।
855,normal,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু সম্ভব।"
856,normal,আমি একটি বাংলা ছোট গল্প পড়তে চাই।
857,smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801814344356
858,promo,"১৮০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@ ৳৭১৯,৩০দিন: cutt.ly/wwE5YMXC"
859,promo,বোনাস সহ ৪জিবি-৬৬টাকা-৭দিন।ডায়াল *১২১*৫০৪৭# বা https://mygp.li/mo
860,smish,"ঘরে বসে মোবাইলের মাধ্যমে অনলাইনে কাজ করে ইনকাম করুন।
#🎯 মাসিক ইনকাম: ২০০০০-৩০০০০টাকা।(বারতি আয়ের সুযোগ আছে,,ফ্রি ইনকাম ও আছে)। সাথে মাসিক বেতন আছে"
861,normal,"তোমারি চোখেরই আঙ্গিনায়, এখনো কি তেমনি করে ছড়ায় আলো? এখনো কি তারার পানে চেয়ে থাকো আন মনে? তুমি কি আমায় আগের মত বাস ভাল?"
862,normal,তোমার দিন কেমন কাটছে?
863,normal,তোমার দিন কেমন চলছে?
864,normal,"তুমি অনেক শক্তিশালী, তুমি পারবে।"
865,smish,"২০,০০০ টাকা বিনিয়োগে ৬০,০০০ টাকা পান! কল করুন: +8801714344456"
866,smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: promusic.co/components/interbank.com/
867,normal,তুমি কি রান্না করছো?
868,normal,"তুমি যা করতে পারো, তা অসাধারণ।"
869,promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
870,promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
871,promo,"৪৫৳ ক্যাশব্যাক! ৩১জিবি+৫০০মি.@৪৫৪৳ ৩০দিন, নিয়ে নাও: cutt.ly/qwWTAUku"
872,normal,তুমি কি রেস্টুরেন্টে যাচ্ছো?
873,smish,"আজই আইপিএলে বাজি ধরুন এবং ১০,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: promusic.co/components/interbank.com/"
874,smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801718899001
875,smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
876,smish,আপনার নম্বরটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801716677889
877,smish,আপনি একটি গুরুত্বপূর্ণ নোটিফিকেশন পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [notifyme.org/ImportantBD]
878,normal,আজকে কি শপিং করতে যাবে?
879,smish,"প্রিয় ব্যবহারকারী, আপনি কি বাস ভাড়া নিয়ে চিন্তিত, এই ঈদে সস্তায় বাসের টিকেট পেতে এখনই নিচের লিঙ্কে ক্লিক করুন।"
880,smish,"যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি"
881,normal,আপনার দিন কেমন কাটছে?
882,promo,"বেশি বেশি আড্ডা+ইন্টারনেটিং,নাও ৫জিবি+১৫০মি@৳১৫৯,৭দিন cutt.ly/owEyhCVt"
883,promo,নতুন ক্লায়েন্টদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ২০% ছাড়।
884,smish,"দিনে ২০০-৩০০ টাকা ইনকাম করতে চাইলে লিংকে ক্লিক করুন
https://t.me/Referincome3838_bot?start=r02263807585"
885,normal,"সব ঠিক হয়ে যাবে, চিন্তা কোরো না।"
886,promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
887,promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
888,smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801718788890
889,normal,তুমি কি ক্যাফেতে যাচ্ছো?
890,promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
891,smish,মাশরাফির সই করা ব্যাট জিততে ক্যাসিনোতে বাজি ধরুন। এখনই যোগ দিন: promusic.co/components/interbank.com/
892,normal,০১৯২৭২৮৯৩৭২ এই নাম্বারে কল করুন।
893,promo,মে মাসে ৫জিবির বেশি ব্যবহার করে পাও ৪৫প/মিন কলরেট- cutt.ly/0AA4sic
894,promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
895,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
896,promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
897,smish,আপনার ক্রেডিট কার্ডের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyCard
898,normal,০১৭২৯১৭২৯৪৯ এই নাম্বারে রকেটে টাকা পাঠান।
899,smish,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
900,smish,একটি ক্লিকে বিস্তারিত জানুন কীভাবে ইনকাম করতে হয়! ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন: https://refer.mslgames.com/YfrcqEcoToos53HN7
901,promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
902,normal,কাল কি করছো?
903,normal,আপনি কি করছেন?
904,promo,989893 is your verification code for feainternational.com.
905,promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
906,normal," আসক্তের মতো ভালবাসবেন না, ধ্বংসাত্মকভাবে কাউকে ঘৃণা করবেন না। - [উমার ইবনুল খাত্তাব ( রাঃ)]"
907,smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। এখনই যোগ দিন: promusic.co/components/interbank.com/
908,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
909,normal,তুমি কি মিটিংয়ে যাচ্ছো?
910,smish,"জরুরী ভিত্তিতে নিয়োগ: 
অফিস সহকারি
থাকা খাওয়ার সুন্দর ব্যবস্থা আছে"
911,normal,তুমি কি বইয়ের দোকানে যাচ্ছো?
912,promo,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo"
913,promo,বোনাস সহ ২জিবি-৪০টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
914,normal,আপনার দিন কেমন কাটছে?
915,normal,তুমি কি কলেজে যাচ্ছো?
916,smish,আপনার ব্যাংক অ্যাকাউন্টে ১ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801914344456
917,normal,০১৬৭২৫৭২৯৩৮ নাম্বারে বিকাশ করুন।
918,smish,মাশরাফির সাথে ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: promusic.co/components/interbank.com/
919,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
920,smish,"৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889"
921,promo,শুধু আজকে ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC
922,normal,ভালো সময় আবার আসবে।
923,smish,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo
924,normal,পাখিরা গাছে গান গায়।
925,normal,শুভ সন্ধ্যা!
926,smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ট্রিপ জিতুন! এখনই শুরু করুন: ebayisapidlld.altervista.org/
927,smish,এখনই IPL এ Fantasy টিম বানিয়ে জিতে নিন iPhone 14 ক্লিক: https://rebrand.ly/C-Arena ; ট্যাক্সসহ চার্জ ৫.০৫ টাকা/দিন ; অটো রিনিউ প্রযোজ্য।
928,smish,আপনার পরিচয় নিশ্চিত করতে হবে। এখানে ক্লিক করুন: [identityverify.com/VerifyBD]
929,normal,সুবর্ণ সন্ধ্যা!
930,promo,"ঈদ কেনাকাটা হোক ডায়মন্ড ওয়ার্ল্ডের সাথে, উপভোগ করুন ডায়মন্ড গহনায় ২৫%ছাড় ও গোল্ডের আকর্ষণীয় কালেকশন। ভিজিট:qrco.de/beuAOs, ০১৭১৩১৯৯২৭০"
931,promo,১ ডিলেই সপ্তাহের সব ইন্টারনেটিং- নাও ১০জিবি@৳১৫৮: cutt.ly/FwUC6vhp
932,normal,আমার কাছে কোনো নতুন খবর আছে?
933,smish,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailverify.com/VerifyBD]
934,promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
935,smish,"১১০ টাকা এড ফি
🤩টাইপিং জব করবেন
১টা টাইপিং করলে ১০০ টাকা
২টা টাইপিং করলে ২০০টাকা
😇প্রতিদিন ৬০০-৮০০৳ ইনকাম করতে পারবে।
এভাবে যতগুলো টাইপিং করবেন তত টাকা পাবেন।
ডেইলি পেমেন্ট করা হয়।"
936,normal,রাতে কি খাবে?
937,smish,দারুণ খবর! আমাদের ভ্রমণ প্যাকেজে ৭০% ডিসকাউন্ট! দ্রুত বুকিং করুন এই নম্বরে :01317235293
938,promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
939,normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
940,promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vh"
941,smish,"প্রিয় শিক্ষার্থী,
মাধ্যমিক পরীক্ষায় উত্তীর্ণ হওয়ায় অভিনন্দন। আজকের তুমি আগামী বাংলাদেশের ভবিষ্যৎ, আমরা
তোমার অপেক্ষায়।
কুমিল্লা সিটি
কলেজ(EIIN:134648)কোটবাড়ি,
কুমিল্লা
মোবাইল:01781939370
01859412805"
942,normal,আমি যেন খুব দুঃখিত হইছি।
943,promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
944,smish,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo
945,promo,"সেপ্টেম্বর-২৩
রিচার্জ:50৳
খরচ:
ডেটা:168৳
ভয়েস:119৳
অন্যান্য:0৳"
946,normal,"তোমার আগে কোনো বই পড়েছি? হ্যাঁ, অনেক বই পড়েছি। তুমি কি?"
947,normal,তোমার প্রিয় রঙ কি?
948,promo,<#> আপনার মাইজিপি পিন (code) হচ্ছে: 7433. ভেরিফাই করতে এই পিনটি ব্যবহার করুন. অপব্যবহার ঠেকাতে এই পিনটি ফরওয়ার্ড অথবা কারো সাথে শেয়ার করবেন না FyXTPoy9ZDa
949,normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
950,normal,আজ খুব ঠাণ্ডা হচ্ছে।
951,smish,"যারা ফ্রিতে ইনকাম করতে চান শুধু তারা আমাদের টেলিগ্রাম লিংক এ ডুকে কাজ শুরু করে দেন
https://t.me/Referincomebd4536_bot?start=r02800826975"
952,smish,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।
953,normal,শুভ নববর্ষ!
954,smish,"আপনার হাতে থাকা স্মার্টফোন দিয়ে,১০০% নিরাপদে থেকে অনলাইন থেকে ইনকাম করতে চাইলে যোগাযোগ করুন।কোন উইথড্র অপশন নেই, উইথড্র নিয়ে কোন প্যারা নেই। এক টাকা ইনকাম হলে সেটাই ক্যাশ করে নিতে পারবেন। ১০০% ডি স্যাটেলাইজ প্রজেক্ট,তাই একবার একটিভ হলে সারা জীবন ইনকাম করতে পারবেন।
Telegram : @TanimHasan7
আমাদের টেলিগ্রাম গ্রুপের লিংক 👉
https://t.me/forsagec77"
955,promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
956,normal,০১৬৭২৫৮৩৯৮৭ নাম্বারে টাকা পাঠাও।
957,promo,ব্যালেন্স শেষ? ২০০টাকা পর্যন্ত জিপি ইমার্জেন্সি ব্যালেন্স নিতে *৯#
958,promo,রেস্তোরাঁয় খাওয়ার উপর ১৫% ছাড়! অফারটি সীমিত সময়ের জন্য। আজই আসুন!
959,smish,আপনি ১ ভরি সোনা জিতেছেন! পুরস্কার নিতে কল করুন: +8801819876543
960,smish,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১
