index,label,text
"833","normal","আসসালামু আলাইকুম।"
"834","promo","৪৫৳ cashback! 31GB+500min.@৪৫৪৳ 30দিন, নিয়ে নাও: cutt.ly/qwWTAUku"
"835","normal","তোমার house কতটুকু দূরে?"
"836","smish","Eid occasion-এ BRAC Bank সবার bKash account-এ ১০০০ টাকা করে দিচ্ছে bonus হিসাবে। আমি এইমাত্র bKash-এর website-এ আমার number দিয়ে money নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের link-এ ঢুকে আপনার bKash number দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
Link: https://bit.ly/bKash_1000"
"837","normal","Hope করি তোমার successful হোক!"
"838","normal","আপনার electricity bill বাকি আছে ৭২০০/- টাকা, urgent।"
"839","normal","আপনি যদি Islam practice না করেন, please Islam সম্পর্কে কিছু বলতে আসবেন না! -[Dr: Zakir Naik]"
"840","promo","Cashback-এ century ৳১০০! 46GB @ ৳৩৯৮,30দিন: cutt.ly/AwQzYxAf"
"841","promo","৪৫৳ cashback! 46GB @ ৪৫৩৳, 30দিন, নিয়ে নাও এখনই: cutt.ly/4wQzxdl1"
"842","smish","Nagad account-এ ১,০০০ টাকা deposit হয়েছে। Details জানতে call করুন: +8801711011123"
"843","promo","Purbachal adjacent Navana-র ৩,৫ ও ১০ কাঠার plot কিনুন – ০১৮৪৭-২১৪০১৮"
"844","normal","আমি ঠিক আছি, আপনি কেমন আছেন?"
"845","normal","Love খুব expensive জিনিস। যত্ন করে রাখতে হয়। কারন love একবার হারিয়ে গেলে life-এ আর কোনো দিন ফিরে পাওয়া যায় না।"
"846","promo","April-২৪
Recharge:0৳
Cost:
Data:19৳
Voice:66৳
Others:0৳"
"847","normal","কেমন চলছে তোমার dayটি?"
"848","normal","Friends কেমন আছে?"
"849","normal","Happy New Year congratulations!"
"850","smish","https://t.me/darazbotpay_bot?start=r05257773745 একটা refer করলে 200 টাকা 25টা refer করলেই money তুলতে পারবেন তো আর delay না করে এখনি Telegram-এ গিয়ে start করা দেন সবাই😊🫶"
"851","smish","Shakib-এর সাথে একদিন spend করার opportunity পেতে আজই IPL-এ bet করুন। Start করুন: ebayisapidlld.altervista.org/"
"852","smish","আপনার land selling-এর money জমা হয়েছে, call করুন: +8801816677889"
"853","normal","তুমি কি sports করছো?"
"854","normal","আমি আমার side-এর জন্য না।"
"855","normal","তুমি নিজের উপর trust রাখো, সব কিছু possible।"
"856","normal","আমি একটি Bangla short story পড়তে চাই।"
"857","smish","Bangladesh Bank account-এ error দেখা দিয়েছে। Call করুন: +8801814344356"
"858","promo","১৮০৳ cashback-এ best offer 61GB+1000min@ ৳৭১৯,30দিন: cutt.ly/wwE5YMXC"
"859","promo","Bonus সহ 4GB-৬৬টাকা-7দিন।Dial *১২১*৫০৪৭# বা https://mygp.li/mo"
"860","smish","ঘরে বসে mobile-এর মাধ্যমে online-এ work করে income করুন।
#🎯 Monthly income: ২০০০০-৩০০০০টাকা।(Extra earning opportunity আছে,,free income ও আছে)। সাথে monthly salary আছে"
"861","normal","তোমারি eyes-ই courtyard-এ, এখনো কি তেমনি করে ছড়ায় light? এখনো কি star-এর দিকে চেয়ে থাকো আন মনে? তুমি কি আমায় আগের মত love করো ভাল?"
"862","normal","তোমার day কেমন কাটছে?"
"863","normal","তোমার day কেমন চলছে?"
"864","normal","তুমি অনেক strong, তুমি পারবে।"
"865","smish","২০,০০০ টাকা investment-এ ৬০,০০০ টাকা পান! Call করুন: +8801714344456"
"866","smish","Mashrafi-র সাথে free hotel booking জিততে BPL-এ bet করুন। Join করুন: promusic.co/components/interbank.com/"
"867","normal","তুমি কি cooking করছো?"
"868","normal","তুমি যা করতে পারো, তা extraordinary।"
"869","promo","Bonus সহ 3GB-৬০টাকা-3দিন। Dial *১২১*৫৬৯৯# বা https://mygp.li/mo"
"870","promo","Bonus সহ 2GB-৪৫টাকা-3দিন। Dial *১২১*৫৫৩৪# বা mygp.li/my"
"871","promo","৪৫৳ cashback! 31GB+500min.@৪৫৪৳ 30দিন, নিয়ে নাও: cutt.ly/qwWTAUku"
"872","normal","তুমি কি restaurant-এ যাচ্ছো?"
"873","smish","আজই IPL-এ bet করুন এবং ১০,০০০ টাকা cashback win করুন। Start করুন: promusic.co/components/interbank.com/"
"874","smish","আপনার savings double করার opportunity! Call করুন: +8801718899001"
"875","smish","Mashrafi-র সাথে free hotel booking জিততে casino-তে bet করুন। Start করুন: ebayisapidlld.altervista.org/"
"876","smish","আপনার numberটি একটি special offer-এ selected হয়েছে! Prize পেতে call করুন +8801716677889"
"877","smish","আপনি একটি important notification পেয়েছেন। এটি দেখতে এখানে click করুন: [notifyme.org/ImportantBD]"
"878","normal","আজকে কি shopping করতে যাবে?"
"879","smish","Dear user, আপনি কি bus fare নিয়ে worried, এই Eid-এ cheaply bus ticket পেতে এখনই নিচের link-এ click করুন।"
"880","smish","যাদের Telegram আছে তাঁরা আজ থেকে অনেক money income করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা time spend করে 500💵 থেকে 1000💵 টাকা income করুন। কোন ad ছাড়াই। আপনি imagine করতে পারবেন না যে huge big opportunity waiting আপনার সামনে থেকে💸😱।তাই এই opportunity miss করতে না চাইলে উপরের Telegram link-এ click করুন এখুনি"
"881","normal","আপনার day কেমন কাটছে?"
"882","promo","বেশি বেশি chat+internet,নাও 5GB+150min@৳১৫৯,7দিন cutt.ly/owEyhCVt"
"883","promo","New clients-দের জন্য special offer! আমাদের service-এ ২০% discount।"
"884","smish","দিনে ২০০-৩০০ টাকা income করতে চাইলে link-এ click করুন
https://t.me/Referincome3838_bot?start=r02263807585"
"885","normal","সব ঠিক হয়ে যাবে, worry কোরো না।"
"886","promo","Bonus সহ 1GB-৩০টাকা-3দিন। Dial *১২১*৫২১৫# বা https://mygp.li/mo"
"887","promo","New customers-দের জন্য special discount। আজই register করুন।"
"888","smish","আপনার savings double করার opportunity! Call করুন: +8801718788890"
"889","normal","তুমি কি cafe-তে যাচ্ছো?"
"890","promo","New season-এ সব dress-এ ২৫% discount। আজই shopping করুন।"
"891","smish","Mashrafi-র signed bat জিততে casino-তে bet করুন। এখনই join করুন: promusic.co/components/interbank.com/"
"892","normal","০১৯২৭২৮৯৩৭২ এই number-এ call করুন।"
"893","promo","May month-এ 5GB-এর বেশি use করে পাও ৪৫paisa/min call rate- cutt.ly/0AA4sic"
"894","promo","২০০৳ cashback!60GB+1000minutes @৬৯৯৳ 30দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
"895","promo","5GB+150minutes ১৩০টাকা (30দিন),dial *১২১*৫২০৫# বা https://mygp.li/a0"
"896","promo","৳৩৯৯ তে ৳৪৯৯ এর offer! নাও 31GB+450min.,30দিন: cutt.ly/2wQlYv6U"
"897","smish","আপনার credit card-এর information verify করতে হবে। Please এখানে click করুন: http://bit.ly/VerifyCard"
"898","normal","০১৭২৯১৭২৯৪৯ এই number-এ Rocket-এ money পাঠান।"
"899","smish","আপনার Dutch Bangla Bank account-এ billing problem হয়েছে। Problem solve-এর জন্য এখানে click করুন:cutt.ly/U6zMFTY"
900,smish,"একটি click-এ বিস্তারিত জানুন কীভাবে income করতে হয়! ঘরে বসে mobile থেকে টাকা income করুন: https://refer.mslgames.com/YfrcqEcoToos53HN7"
901,promo,"হটশট cashback ৳১৮! হটস্পট deal-এ ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
902,normal,"কাল কি করছো?"
903,normal,"আপনি কি করছেন?"
904,promo,"989893 is your verification code for feainternational.com."
905,promo,"২০০৳ cashback!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
906,normal,"আসক্তের মতো ভালবাসবেন না, ধ্বংসাত্মকভাবে কাউকে ঘৃণা করবেন না। - [উমার ইবনুল খাত্তাব ( রাঃ)]"
907,smish,"মাশরাফির সাথে free hotel booking জিততে BPL-এ বাজি ধরুন। এখনই join করুন: promusic.co/components/interbank.com/"
908,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),dial *১২১*৫২০৫# বা https://mygp.li/a0"
909,normal,"তুমি কি meeting-এ যাচ্ছো?"
910,smish,"জরুরী ভিত্তিতে নিয়োগ: office সহকারি থাকা খাওয়ার সুন্দর ব্যবস্থা আছে"
911,normal,"তুমি কি বইয়ের shop-এ যাচ্ছো?"
912,promo,"৮জিবি(bonus-সহ) ১২৩টাকা ১৫দিন।dial *১২১*৫৫৪৮#, mygp.li/mo"
913,promo,"Bonus সহ ২জিবি-৪০টাকা-৭দিন। dial *১২১*৫০৩৭# বা mygp.li/mo"
914,normal,"আপনার দিন কেমন কাটছে?"
915,normal,"তুমি কি college-এ যাচ্ছো?"
916,smish,"আপনার bank account-এ ১ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে call করুন: +8801914344456"
917,normal,"০১৬৭২৫৭২৯৩৮ number-এ bKash করুন।"
918,smish,"মাশরাফির সাথে dinner করার সুযোগ পেতে casino-তে বাজি ধরুন। click করুন: promusic.co/components/interbank.com/"
919,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),dial *১২১*৫২০৫# বা https://mygp.li/a0"
920,smish,"৫,০০০ টাকা investment-এ ১৫,০০০ টাকা অর্জন করুন! call করুন: +8801916677889"
921,promo,"শুধু আজকে ৳১০০ cashback! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC"
922,normal,"ভালো সময় আবার আসবে।"
923,smish,"আপনার bank account-এর তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে click করুন: http://bit.ly/VerifyInfo"
924,normal,"পাখিরা গাছে গান গায়।"
925,normal,"শুভ সন্ধ্যা!"
926,smish,"Casino-তে বাজি ধরুন এবং ৭ দিনের জন্য একটি free trip জিতুন! এখনই start করুন: ebayisapidlld.altervista.org/"
927,smish,"এখনই IPL-এ Fantasy team বানিয়ে জিতে নিন iPhone 14 click: https://rebrand.ly/C-Arena ; tax-সহ charge ৫.০৫ টাকা/দিন ; auto renew প্রযোজ্য।"
928,smish,"আপনার identity নিশ্চিত করতে হবে। এখানে click করুন: [identityverify.com/VerifyBD]"
929,normal,"সুবর্ণ সন্ধ্যা!"
930,promo,"Eid কেনাকাটা হোক Diamond World-এর সাথে, উপভোগ করুন diamond গহনায় ২৫%ছাড় ও gold-এর আকর্ষণীয় collection। visit:qrco.de/beuAOs, ০১৭১৩১৯৯২৭০"
931,promo,"১ deal-এই সপ্তাহের সব internetting- নাও ১০জিবি@৳১৫৮: cutt.ly/FwUC6vhp"
932,normal,"আমার কাছে কোনো নতুন খবর আছে?"
933,smish,"আপনার email ঠিকানাটি যাচাই করতে এখানে click করুন: [emailverify.com/VerifyBD]"
934,promo,"নতুন season-এ সব পোশাকে ২৫% discount। আজই shopping করুন।"
935,smish,"১১০ টাকা add fee 🤩typing job করবেন ১টা typing করলে ১০০ টাকা ২টা typing করলে ২০০টাকা 😇প্রতিদিন ৬০০-৮০০৳ income করতে পারবে। এভাবে যতগুলো typing করবেন তত টাকা পাবেন। daily payment করা হয়।"
936,normal,"রাতে কি খাবে?"
937,smish,"দারুণ খবর! আমাদের travel package-এ ৭০% discount! দ্রুত booking করুন এই number-এ :01317235293"
938,promo,"Bonus সহ ২জিবি-৪৫টাকা-৩দিন। dial *১২১*৫৫৩৪# বা mygp.li/my"
939,normal,"আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!"
940,promo,"Internetting-য়ে pocket saving, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vh"
941,smish,"প্রিয় student, secondary পরীক্ষায় উত্তীর্ণ হওয়ায় congratulations। আজকের তুমি আগামী Bangladesh-এর ভবিষ্যৎ, আমরা তোমার অপেক্ষায়। কুমিল্লা City College(EIIN:134648)কোটবাড়ি, কুমিল্লা mobile:01781939370 01859412805"
942,normal,"আমি যেন খুব দুঃখিত হইছি।"
943,promo,"নতুন season-এ সব পোশাকে ২৫% discount। আজই shopping করুন।"
944,smish,"আপনার bank account-এর তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে click করুন: http://bit.ly/VerifyInfo"
945,promo,"September-২৩ recharge:50৳ খরচ: data:168৳ voice:119৳ অন্যান্য:0৳"
946,normal,"তোমার আগে কোনো বই পড়েছি? হ্যাঁ, অনেক বই পড়েছি। তুমি কি?"
947,normal,"তোমার প্রিয় রঙ কি?"
948,promo,"<#> আপনার MyGP pin (code) হচ্ছে: 7433. verify করতে এই pin-টি ব্যবহার করুন. অপব্যবহার ঠেকাতে এই pin-টি forward অথবা কারো সাথে share করবেন না FyXTPoy9ZDa"
949,normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
950,normal,"আজ খুব ঠাণ্ডা হচ্ছে।"
951,smish,"যারা free-তে income করতে চান শুধু তারা আমাদের telegram link-এ ঢুকে কাজ start করে দেন https://t.me/Referincomebd4536_bot?start=r02800826975"
952,smish,"আপনার account hack হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই number-এ: ০১৭৮৯৬৫৪৩২।"
953,normal,"শুভ নববর্ষ!"
954,smish,"আপনার হাতে থাকা smartphone দিয়ে,১০০% নিরাপদে থেকে online থেকে income করতে চাইলে যোগাযোগ করুন।কোন withdraw option নেই, withdraw নিয়ে কোন প্যারা নেই। এক টাকা income হলে সেটাই cash করে নিতে পারবেন। ১০০% Digital project,তাই একবার active হলে সারা জীবন income করতে পারবেন। Telegram : @TanimHasan7 আমাদের telegram group-এর link 👉 https://t.me/forsagec77"
955,promo,"Flat ১৫% discount সব shopping-এ। code: DISCOUNT15."
956,normal,"০১৬৭২৫৮৩৯৮৭ number-এ টাকা পাঠাও।"
957,promo,"Balance শেষ? ২০০টাকা পর্যন্ত GP emergency balance নিতে *৯#"
958,promo,"Restaurant-এ খাওয়ার উপর ১৫% ছাড়! offer-টি সীমিত সময়ের জন্য। আজই আসুন!"
959,smish,"আপনি ১ ভরি সোনা জিতেছেন! prize নিতে call করুন: +8801819876543"
960,smish,"💖 আপনি কি free কাজ শিখতে চান। কাজের পাশাপাশি কি income করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা income করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১"
961,smish,"আপনার credit card-টি update করুন, না হলে এটি বন্ধ হয়ে যাবে। এখানে click করুন: [creditsecure.com/UpdateBD]"
962,promo,"Flat ১৫% discount সব shopping-এ। code: DISCOUNT15."
963,smish,"DXN multinational company দিচ্ছে ভাতাসহ উচ্চবেতনে চাকরির সুযোগ। জরুরি যোগাযোগ করুন ০১৭৯৩২৫১০০২"
964,promo,"সর্বজনীন pension scheme-এ নিবন্ধন করুন; উন্নত ও কল্যাণ রাষ্ট্র গঠনে অবদান রাখুন"-জাতীয় pension কর্তৃপক্ষ।"
965,smish,"আপনার number-টি একটি বিশেষ offer-এ নির্বাচিত হয়েছে! prize পেতে call করুন +8801712233445"
966,normal,"আমি ভুল মনে হয় এবং আমি এটি solve করতে চাই।"
967,smish,"কাজ করতে চাইলে inbox ১০০ টাকা নিচে কোন product sell দিলে ২৫ টাকা commission পাবেন ১০০ থেকে ১০০০ টাকার মধ্যে কোন product sell দিলে ৫০ টাকা আর ১০০০ টাকা থেকে দুই হাজার টাকার মধ্যে দিলে ১০০ টাকা commission পাবেন"
968,normal,"০১৭২৮২৯১৭৬৫ এই number-এ rocket-এ ৫০০ টাকা দাও।"
969,smish,"আকর্ষণীয় job এবং পড়াশোনা, মাসিক salary 2 লাখ+ এবং PR সুযোগ @ দক্ষিণ কোরিয়া। free শিক্ষাদান এবং বাসস্থান. 01720557103 01720557120 01321200716 01550402100"
970,promo,"আড্ডা+internetting-য়ে নতুন deal ১০জিবি+৩০০মি@২৯৬৳,৩০দিন:cutt.ly/QwFwTH3J"
971,smish,"শুভেচ্ছা, আপনি একটি বিশেষ discount coupon পেয়েছেন! বিস্তারিত জানতে এখানে click করুন: www.face3b00kwebsite.com"
972,promo,"Bonus সহ ১জিবি-৩০টাকা-৩দিন। dial *১২১*৫২১৫# বা https://mygp.li/mo"
973,normal,"এই যা আমি যে অনেক সময় পেলাম সেটি হল solution এবং মূল্য হল একটি মহান এবং একটি জনপ্রিয়"
974,normal,"কেমন আছেন?"
975,smish,"Crypto trading-এ বড় লাভ! আজই start করুন: http://bit.ly/BigProfit"
976,normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
977,normal,"সকালে bus-এ ভিড় লাগছে।"
978,smish,"সোনালী bank account block হয়েছে। পুনরায় চালু করতে এখানে click করুন: https://wa.me/8801818899001"
979,promo,"১২৫৳ cashback-এ সেরা offer ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
980,normal,"সেই ব্যক্তিই অভিশপ্ত যে মরে যায় অথচ তার খারাপ কাজগুলো পৃথিবীতে রয়ে যায়। — [আবু বকর (রাদিয়াল্লাহু আনহু)]"
981,normal,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু possible।"
982,promo,"৩০জিবি@৩৮৯৳,৩০দিন pack কিনে পাও ""Dunki"" movie ticket: cutt.ly/SwFqDlAs"
983,promo,"১০০৳ cashback! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
984,smish,"bKash account-এ ত্রুটি দেখা দিয়েছে। দ্রুত solution-এর জন্য call করুন: +8801819900112"
985,normal,"তুমি কি বাগানে যাচ্ছো?"
986,smish,"আপনার transaction-টি সম্পূর্ণ করতে এখানে click করুন: [transactionverify.com/CompleteBD]"
987,normal,"যখন তুমি দেখবে, namaz-এর মধ্যে তোমার অন্তর উপস্থিত থাকছে না, তখন বুঝে নেবে, এটা iman-এর দূর্বলতার কারণ। কঠোর পরিশ্রম করো নিজের iman-কে মজবুত করার জন্য। -[ইমাম ইবনু কুদামাহ আল মাকদিসি (রহ.)]"
988,smish,"🔗🤑যারা এখনো hamster-এ account করেননি দ্রুত account করে join করেন 🔥🔥🔥 জুলাই মাসে সুখবর আসবে 🤩🤑 Join fast 👇 🔗https://t.me/hamster_kombat_boT/start..."
989,normal,"০১৭২৮২৯১৭৬৫ এই number-এ rocket-এ ৫০০ টাকা দাও।"
990,promo,"'করবো insurance, গড়বো দেশ Smart হবে Bangladesh।' insurance উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।"
991,normal,"বিকেলে কি করছো?"
992,promo,"Bonus সহ ২জিবি-৪৫টাকা-৩দিন। dial *১২১*৫৫৩৪# বা mygp.li/my"
993,smish,"আপনি part-time বা full-time-এর জন্য নির্বাচিত হয়েছেন, প্রতিদিন 500 টাকা, খালি পদের জন্য apply করুন এবং এই opportunity-টি গ্রহণ করুন https://wa.me/88017444378617"
994,smish,"আপনার bKash account update করা প্রয়োজন। service বিঘ্ন এড়াতে আপনার account number এবং pin 016xxxxxxxx-এ পাঠান।"
995,smish,"জরুরী ! আমাদের Apple account holder-এর সাথে যোগাযোগ করতে হবে। আপনি যদি এই account-টি পরিচালনা করেন তবে message-টি পেতে আপনার identity যাচাই করুন৷"
996,smish,"💖 আপনি কি free কাজ শিখতে চান। কাজের পাশাপাশি কি income করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা income করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১"
997,smish,"প্রিয়জনের মুখে হাসি ফুটাতে dial *213*6551# charge ৮২.৬৭ প্রতিদিন"
998,promo,"Bonus সহ ৪জিবি-৬৬টাকা-৭দিন।dial *১২১*৫০৪৭# বা https://mygp.li/mo"
999,smish,"আপনার mobile recharge করতে call করুন: +8801814344356"
1000,promo,"Bonus সহ ৩জিবি-৬০টাকা-৩দিন। dial *১২১*৫৬৯৯# বা https://mygp.li/mo"
1001,promo,"আপনার favorite brand-এর উপর ৩০% পর্যন্ত ছাড়! offer সীমিত সময়ের জন্য।"
1002,normal,"সকালে হাঁটতে যাবে?"
1003,smish,"আপনার gas সংযোগ পুনরায় activate করতে call করুন +8801719900012"
1004,smish,"Bitcoin নিয়ে বিশেষ offer! এখনই login করুন: http://bit.ly/BitcoinOffer"
1005,promo,"সর্বজনীন pension scheme-এ নিবন্ধন করুন; উন্নত ও কল্যাণ রাষ্ট্র গঠনে অবদান রাখুন"-জাতীয় pension কর্তৃপক্ষ।"
1006,smish,"Free-তে mining করে income করুন। ১০০% free। Telegram app থাকলেই হবে। link-এ click করে start করতে হবে, ৬ ঘন্টা পর পর token claim করতে হবে। আর কোনো কাজ নেই। https://t.me/pixelversexyzbot?start=6760562639"
1007,promo,"সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা Bangabandhu Sheikh Mujibur Rahman-এর ৪৭তম শাহাদাত বার্ষিকীতে বিনম্র শ্রদ্ধা"-post ও telecommunication বিভাগ।"
1008,normal,"আজ কি করবে? কোনো নতুন কোনো কাজ করবো। তুমি?"
1009,smish,"Congratulations! আপনি ১ কোটি টাকা lottery জিতেছেন। আপনার prize collect করতে আমাদের সাথে যোগাযোগ করুন। যোগাযোগ:০১৫৬৭৫৪৬৩৯০"
1010,promo,"ঢাকা-মাওয়া expressway সংলগ্ন residential plot কাঠা নিম্ন২লক্ষ 01894939231"
1011,normal,"প্রিয় student, আপনার tuition fee আজ পর্যন্ত ৩০,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের late fine ও বকেয়াসহ) চলতি মাসের tuition fee (জরিমানা ছাড়া) ১৮ই September, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.daffodil.edu.bd/ login করুন। (Daffodil)"
1012,normal,"আপনার electricity bill বাকি ৯৫০/- টাকা, দ্রুত পরিশোধ করুন।"
1013,smish,"শাকিবের sign করা bat জিততে আজই cricket-এ বাজি ধরুন! এখানে click করুন: promusic.co/components/interbank.com/"
1014,promo,"Cashback-এ century ৳১০০! ৪৬জিবি @ ৳৩৯৮,৩০দিন: cutt.ly/AwQzYxAf"
1015,normal,"তোমার পরিশ্রম successful হবে।"
1016,promo,"সব DVD-তে ১০% ছাড়। offer-টি সীমিত সময়ের জন্য।"
1017,normal,"আমার একটি problem আছে।"
1018,smish,"Janata Bank থেকে important বার্তা। call করুন: +8801715455567"
1019,smish,"Janata Bank account update করতে এখানে click করুন: https://t.me/JanataUpdateBot3"
1020,promo,"নতুন season-এ সব পোশাকে ২৫% discount। আজই shopping করুন।"
1021,normal,"প্রিয় student, আপনার tuition fee আজ পর্যন্ত ২০,৫০০.০০ টাকা বকেয়া আছে। (পূর্বের late fine ও বকেয়াসহ) চলতি মাসের tuition fee (জরিমানা ছাড়া) ১৫ই September, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.aiub.edu.bd/ login করুন। (AIUB)"
1022,smish,"BPL বাজি ধরুন এবং একটি free watch জিতুন। এখনই click করুন: smilesvoegol.servebbs.org/voegol.php"
1023,promo,"Free delivery সব order-এ। সীমিত সময়ের জন্য।"
1024,normal,"আপনি কী করছেন?"
1025,normal,"সাহস রেখো, success তোমার অপেক্ষায়।"
1026,normal,"শুভ October!"
1027,smish,"প্রিয় customer, সমাজকল্যাণ office থেকে আপনাকে বয়স্ক ভাতার জন্য select করা হয়েছে। নিচের link-এ click করে আপনার তথ্য provide করুন।"
1028,promo,"নতুন season-এ সব পোশাকে ২৫% discount। আজই shopping করুন।"
1029,normal,"আজকে আমি একটি নতুন restaurant-এ যাব।"
1030,promo,"উম্মাহ shop থেকে যে কোনো ধরনের কেনাকাটা করলে পাচ্ছেন ২০% পর্যন্ত bonus, ফরিদপুর সদর।"
1031,promo,"৳৩৫ cashback-এ এবার আরো বেশি data ৫০জিবি@৳৪৬৩,৩০দিন cutt.ly/HwOETkke"
1032,normal,"তোমার প্রিয় রঙ কি?"
1033,promo,"আজ bank থেকে bKash-এ ৫০০ টাকা আনলেই ১০ টাকা cashback, ১ বার! TCA"
1034,normal,"কি খবর, hi?"
1035,normal,"এটি IQ test part-এর একটি অংশ।"
1036,promo,"নতুন customer-দের জন্য special offer! আমাদের service-এ ৩০% ছাড়।"
1037,smish,"bKash account-এ error দেখা দিয়েছে। দ্রুত solution-এর জন্য call করুন: +8801819900112"
1038,normal,"কি খবর তোমার দিন?"
1039,normal,"আমাকে urgent call দিন ০১৭২৪৮৩৯৮৫৬ এই number-এ।"
1040,normal,"আমার এই number-এ call করুন ০১৭২৯১৮২৮৯৩।"
1041,normal,"তোমার talent সীমাহীন।"
1042,promo,"বেশি বেশি আড্ডা+internetting,নাও ৫জিবি+১৫০মি@৳১৫৯,৭দিন cutt.ly/owEyhCVt"
1043,promo,"Online shopping-এ ২৫% cashback! code: SHOP25. দেরি না করে এখনই shopping করুন।"
1044,promo,"989893 is your verification code for feainternational.com."
1045,normal,"Hello, কি খবর?"
1046,smish,"আপনার Dutch Bangla Bank account-এ billing problem হয়েছে। problem solve-এর জন্য এখানে click করুন:cutt.ly/U6zMFTY"
1047,promo,"BTRC-র database-এ handset-টি নিবন্ধিত নয়। handset-টি automatically registration হবে।"
1048,promo,"LOTO-তে শুধুমাত্র আজকের offer নির্দিষ্ট product-এ ১টি কিনলে ১টি free"
1049,promo,"৪০৳ cashback! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn"
1050,smish,"Hello, আমার name আলিয়া। আপনাকে বিরক্ত করার জন্য sorry। আমি Amazon.com-এর human resource department থেকে বলছি। আপনার কয়েক মিনিট time নিতে পারি কি? ২:৩০ PM আমাদের company আপনাকে একটি part-time job দিতে পেরে happy, যা আপনি আপনার free time-এ করতে পারবেন, তাই আমাদের প্রচুর সংখ্যক associate employee নিয়োগ করতে হবে (কোন fee এবং কোন investment নেই)। এই job-টি simple এবং flexible এবং আপনার current job-এর সাথে কোনভাবেই বাধা দেবে না। পরে আপনি প্রতিদিন মাত্র ৫-১০ মিনিটের মধ্যে easily ৩০০-১২০০ টাকা earn করতে পারবেন। আপনি কি এই job-টিতে interested?"
1051,normal,"শুভ সন্ধ্যা!"
1052,normal,"আমি যে ব্যাপারটি অনেক দুঃখ পেয়েছি সেটি হল বাসায় থাকা।"
1053,normal,"আপনার account থেকে ১৫০০/- টাকা কাটা হয়েছে, বিস্তারিত জানতে call করুন।"
1054,normal,"Hello, কেমন আছেন?"
1055,promo,"৪০৳ cashback! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn"
1056,normal,"তুমি কি university-তে যাচ্ছো?"
1057,smish,"Janata Bank থেকে ২,০০০ টাকা reward জিতেছেন! call করুন: +8801714455667"
1058,promo,"৩০৳ cashback! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/hwTmxGd8"
1059,promo,"২০০৳ super cashback! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI"
1060,smish,"আপনার driving license update করতে call করুন +8801815566778"
1061,smish,"Cyprus/Europe-এ spot admission representative-এর উপস্থিতিতে (Mr. Pambos) 10-11 October, 100% visa-র নিশ্চয়তা, credit transfer, tuition fee 5000 euro শুধুমাত্র, BSB, Dhaka যোগাযোগের number: 01720577099"
1062,normal,"আপনার daughter hospital-এ, urgent টাকা পাঠান ০১৮২৮১৭৩৯১২।"
1063,smish,"Janata Bank থেকে ২,০০০ টাকা prize জিতেছেন! বিস্তারিত জানতে এখানে click করুন: https://t.me/JanataPrizeBot"
